doc_id,chunk_id,question,answer,text,is_gold
ETR/2011/page_301.pdf-3,4,apa yang menjadi entergy gulf negara bagian louisiana 2019s receivables dari dana dari tahun 2008 sampai 2011 dalam jutaan,37079.75,"Context: september 2009, entergy gulf state louisiana dan entergy louisiana dan louisiana utility restoration corporation ( lurc ), sebuah lembaga dari negara bagian louisiana, mengajukan permohonan kepada lpsc meminta perintah pembiayaan hibah lpsc yang mengizinkan pembiayaan entergy gulf state louisiana 2019 dan entergy louisiana 2019 biaya badai, cadangan badai, dan biaya penerbitan sesuai dengan act 55 dari sesi reguler louisiana 2007 ( act 55 financing ). perusahaan teluk negara bagian louisiana 2019 dan perusahaan louisiana 2019 hurricane katrina dan hurricane rita biaya ribut dibiayai terutama oleh act 55 pendanaan, seperti dibahas di bawah ini. negara bagian teluk entergy louisiana dan entergy louisiana juga mengajukan permohonan meminta persetujuan lpsc untuk isu tambahan termasuk mekanisme untuk mengalir biaya dan act 55 pendanaan tabungan untuk pelanggan melalui tempur biaya offset pengendara. pada bulan desember 2009, entergy gulf state louisiana dan entergy louisiana menandatangani perjanjian dengan staf lpsc yang menyediakan total biaya yang dapat dipulihkan sekitar $",False
ETR/2011/page_301.pdf-3,5,apa yang menjadi entergy gulf negara bagian louisiana 2019s receivables dari dana dari tahun 2008 sampai 2011 dalam jutaan,37079.75,"Context: pelanggan melalui tempur biaya offset pengendara. pada bulan desember 2009, entergy gulf state louisiana dan entergy louisiana menandatangani perjanjian dengan staf lpsc yang menyediakan total biaya yang dapat dipulihkan sekitar $ 234 juta untuk entergy gulf state louisiana dan $ 394 juta untuk entergy louisiana, termasuk biaya transportasi. di bawah ketentuan ini, entergy gulf state louisiana setuju untuk tidak memulihkan $ 44 juta dan entergy louisiana setuju untuk tidak memulihkan $ 72 juta dari pengeluaran pemulihan badai mereka. peraturan ini juga memungkinkan mengisi kembali cadangan badai negara bagian lusia sebesar $ 90 juta dan cadangan badai negara bagian lusia sebesar $ 200 juta saat act 55 pembiayaan selesai. pada maret dan april 2010, entergy gulf state louisiana, entergy louisiana, dan pihak lain dalam proses mengajukan ke lpsc sebuah kesepakatan tanpa kontradiksi yang mencakup syarat - syarat ini dan juga mencakup entergy gulf state louisiana 2019 dan proposal entergy louisiana di bawah act 55 financing, yang mencakup komitmen",False
ETR/2011/page_301.pdf-3,6,apa yang menjadi entergy gulf negara bagian louisiana 2019s receivables dari dana dari tahun 2008 sampai 2011 dalam jutaan,37079.75,"Context: ke lpsc sebuah kesepakatan tanpa kontradiksi yang mencakup syarat - syarat ini dan juga mencakup entergy gulf state louisiana 2019 dan proposal entergy louisiana di bawah act 55 financing, yang mencakup komitmen untuk mentransfer kepada pelanggan minimal $ 155.",False
PKG/2005/page_74.pdf-1,0,berapa persentase dari total komitmen pembelian energi saat ini pada tahun 2006?,64%,Question: berapa persentase dari total komitmen pembelian energi saat ini pada tahun 2006? Evidence: 2006 the total of $ 2408 is $ 3772 ;,True
PKG/2005/page_74.pdf-1,1,berapa persentase dari total komitmen pembelian energi saat ini pada tahun 2006?,64%,"Context: packaging corporation of america mencatat laporan keuangan konsolidasi ( terus ) 31 desember 2005 10. komitmen dan kontingensi ( terus ) komitmen pembelian perusahaan telah menandatangani berbagai perjanjian pembelian untuk membeli jumlah minimum energi selama periode mulai dari satu hingga dua tahun dengan harga tetap. total komitmen pembelian selama dua tahun ke depan adalah sebagai berikut : ( dalam ribuan ). 2006 : 2007, $ 2408 : 1364. 2006 : total, $ 2408 : $ 3772 perjanjian pembelian ini tidak ditandai untuk pasar. perusahaan membeli $ 128 juta selama tahun berakhir 31 desember 2005, $ 176 juta selama tahun berakhir 31 desember 2004, dan $ 193 juta selama tahun berakhir 31 desember 2003 di bawah perjanjian pembelian ini. pengadilan pada 14 mei 1999, pca disebut sebagai terdakwa dalam dua keluhan gugatan gabungan yang mendakwa pelanggaran sipil pasal 1 dari hukum sherman. kostum, kemudian dicaptioned winoff industries, inc. v. perusahaan kontainer batu, mdl tidak. 1261 ( e. d. ( pa. ) dan refractories umum",False
PKG/2005/page_74.pdf-1,2,berapa persentase dari total komitmen pembelian energi saat ini pada tahun 2006?,64%,"Context: . kostum, kemudian dicaptioned winoff industries, inc. v. perusahaan kontainer batu, mdl tidak. 1261 ( e. d. ( pa. ) dan refractories umum co. v. gaylord container corporation, mdl tidak. 1261 ( e. d. ), menunjuk pca sebagai terdakwa berdasarkan tuduhan bahwa pca adalah penerus kepentingan tenneco packaging inc. dan tenneco inc., yang keduanya juga disebut sebagai terdakwa dalam kasus tersebut, bersama dengan sembilan produsen papan dan lembar bergelombang lainnya. keluhan tersebut mendakwa bahwa para terdakwa, selama periode 1 oktober 1993 hingga 30 november 1995, bersekongkol untuk membatasi pasokan papan tulis, dan bahwa tujuan dan efek dari konspirasi yang diduga adalah untuk secara buatan meningkatkan harga kontainer bergelombang dan lembaran bergelombang, masing - masing. pada tanggal 3 november 2003, pactiv ( sebelumnya dikenal sebagai tenneco packaging ), tenneco dan pca menandatangani perjanjian untuk menyelesaikan gugatan gugatan kelas. perjanjian penyelesaian tersebut mengatur untuk",False
PKG/2005/page_74.pdf-1,3,berapa persentase dari total komitmen pembelian energi saat ini pada tahun 2006?,64%,"Context: - masing. pada tanggal 3 november 2003, pactiv ( sebelumnya dikenal sebagai tenneco packaging ), tenneco dan pca menandatangani perjanjian untuk menyelesaikan gugatan gugatan kelas. perjanjian penyelesaian tersebut mengatur untuk melepaskan sepenuhnya semua klaim terhadap pca sebagai akibat dari gugatan gugatan dan disetujui oleh pengadilan dalam opini yang dikeluarkan pada 21 april 2004. sekitar 160 penggugat memilih keluar dari kelas dan bersama - sama mengajukan sekitar 10 keluhan tindakan langsung di berbagai pengadilan federal di seluruh negeri. semua keluhan opt - out membuat tuduhan terhadap terdakwa, termasuk pca, yang sangat mirip dengan yang dibuat dalam gugatan kelompok. perjanjian penyelesaian tidak mencakup kasus tindakan langsung ini. hampir semua tindakan ini telah dikonsolidasikan seperti dalam re - linerboard, mdl 1261 ( e. d. pa. ) untuk tujuan pra - pengadilan. pactiv, tenneco dan pca telah mencapai kesepakatan untuk menyelesaikan semua kasus opt - out. perjanjian ini mengatur untuk pembebasan penuh semua klaim terhadap pca sebagai akibat dari persidangan. pca tidak melakukan pembayaran",False
PKG/2005/page_74.pdf-1,4,berapa persentase dari total komitmen pembelian energi saat ini pada tahun 2006?,64%,"Context: , tenneco dan pca telah mencapai kesepakatan untuk menyelesaikan semua kasus opt - out. perjanjian ini mengatur untuk pembebasan penuh semua klaim terhadap pca sebagai akibat dari persidangan. pca tidak melakukan pembayaran kepada penggugat sebagai akibat dari penyelesaian dari salah satu tuntutan opt - out. pada tanggal pengajuan ini, kami percaya tidak mungkin bahwa hasil dari litigasi yang sedang berlangsung terkait dengan hal - hal ini akan memiliki efek negatif yang signifikan pada posisi keuangan kami, hasil operasi atau arus kas. pca juga menjadi pihak dalam berbagai tindakan hukum yang timbul dalam perjalanan bisnis biasa. tindakan hukum ini mencakup berbagai tuntutan yang mencakup seluruh bisnis kami. pada tanggal pengajuan ini, kami percaya itu.",False
SNA/2007/page_29.pdf-3,0,apa yang terjadi pada roi di s&p500 jika investasi tersebut dilakukan pada akhir tahun 2005 dan dijual pada akhir tahun 2007?,22.2%,Question: apa yang terjadi pada roi di s&p500 jika investasi tersebut dilakukan pada akhir tahun 2005 dan dijual pada akhir tahun 2007? Evidence: fiscal year ended ( 2 ) the december 31 2004 of snap-on incorporated is 130.66 ; the december 31 2004 of peer group ( 3 ) is 152.42 ; the december 31 2004 of s&p 500 is 142.69 ; fiscal year ended ( 2 ) the december 31 2005 of snap-on incorporated is 146.97 ; the december 31 2005 of peer group ( 3 ) is 157.97 ; the december 31 2005 of s&p 500 is 149.70 ; fiscal year ended ( 2 ) the december 31 2006 of snap-on incorporated is 191.27 ; the december 31 2006 of peer group ( 3 ) is 185.10 ; the december 31 2006 of s&p 500 is 173.34 ; fiscal year ended ( 2 ) the december 31 2007 of snap-on incorporated is 198.05 ; the december 31 2007 of peer group ( 3 ) is 216.19 ; the december 31 2007 of s&p 500 is 182.87 ;,True
SNA/2007/page_29.pdf-3,1,apa yang terjadi pada roi di s&p500 jika investasi tersebut dilakukan pada akhir tahun 2005 dan dijual pada akhir tahun 2007?,22.2%,"Context: laporan tahunan 2007 21 grafik kinerja saham lima tahun grafik di bawah ini menggambarkan total pengembalian saham kumulatif dari saham biasa pada snap - on sejak 2002, dengan asumsi bahwa dividen diinvestasikan kembali. grafik ini membandingkan kinerja snap - on 2019 dengan indeks saham standar & miskin 2019 500 ( 201cs & p 500 201d ) dan kelompok peer. ( s & p 500 ) tahun fiskal berakhir ( 2 ) ( s & p 500 ) fiscal year ended ( 2 ) : december 31 2002, snap - on incorporated : $ 100. 00, peer group ( 3 ) : $ 100. 00, s & p 500 : $ 100. 00. fiscal year ended ( 2 ) : december 31 2003, snap - on incorporated : 118. 80, peer group ( 3 ) : 126. 16, s & p 500 : 128. 68. fiscal year ended ( 2 ) : december 31 2004, snap - on incorporated : 130.",False
SNA/2007/page_29.pdf-3,2,apa yang terjadi pada roi di s&p500 jika investasi tersebut dilakukan pada akhir tahun 2005 dan dijual pada akhir tahun 2007?,22.2%,"Context: 3 ) : 126. 16, s & p 500 : 128. 68. fiscal year ended ( 2 ) : december 31 2004, snap - on incorporated : 130. 66, peer group ( 3 ) : 152. 42, s & p 500 : 142. 69. fiscal year ended ( 2 ) : december 31 2005, snap - on incorporated : 146. 97, peer group ( 3 ) : 157. 97, s & p 500 : 149. 70. fiscal year ended ( 2 ) : december 31 2006, snap - on incorporated : 191. 27, peer group ( 3 ) : 185. 10, s & p 500 : 173. 34. fiscal year ended ( 2 ) : december 31 2007, snap - on incorporated : 198. 05, peer group ( 3 ) : 216. 19, s & p 500 : 182. 87 ( 1 ) mengas",False
SNA/2007/page_29.pdf-3,3,apa yang terjadi pada roi di s&p500 jika investasi tersebut dilakukan pada akhir tahun 2005 dan dijual pada akhir tahun 2007?,22.2%,"Context: : december 31 2007, snap - on incorporated : 198. 05, peer group ( 3 ) : 216. 19, s & p 500 : 182. 87 ( 1 ) mengasumsikan bahwa $ 100 diinvestasikan pada 31 desember 2002 dan bahwa dividen diinvestasikan kembali setiap kuartal. ( 2 ) tahun fiskal perusahaan berakhir pada hari sabtu terdekat dengan 31 desember setiap tahun ; akhir tahun fiskal dianggap 31 desember untuk memudahkan perhitungan. ( 3 ) kelompok peer termasuk : black & decker corporation, cooper industries, ltd, danaher corporation, emerson electric co., fortune brands, inc, genuine parts company, newell rubbermaid inc, pentair, inc, spx corporation, the stanley works dan lain - lain. grainger, inc.",False
PPG/2006/page_42.pdf-2,0,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Question: apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006? Evidence: ppg 2019s aset retirement obligations are primarily associated with closure of certain aset used in the chemicals manufacturing process . 31 , 2006 and 2005 the accrued aset retirement obligation was $ 10 million and as of dec .",True
PPG/2006/page_42.pdf-2,1,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: mencatat laporan keuangan sebagai pengurangan utang atau bunga yang terjal. saham esop baru yang telah dirilis dianggap luar biasa dalam perhitungan laba per saham biasa. saham esop baru yang belum dirilis tidak dianggap beredar. pensiun dan manfaat lain setelah pensiun pada bulan september 2006, fasb mengeluarkan sfa no. 158, 201pengusaha 2019 perhitungan pensiun manfaat terdefinisi dan rencana pensiun pasca pensiun lainnya, perubahan pernyataan fasb no. 87, 88, 106, dan 132 ( r ) 201d di bawah standar baru ini, sebuah perusahaan harus mengakui liabilitas atau aset bersih untuk melaporkan status dana pensiun dan rencana manfaat posretretirement lainnya di neraca dan juga mengakui perubahan status dana tersebut, dalam tahun perubahan tersebut terjadi, melalui biaya atau kredit ke pendapatan komprehensif. tidak, tidak. 158 tidak mengubah cara pensiun dan manfaat lain setelah pensiun dicatat dan dilaporkan dalam laporan pendapatan. ppg mengadopsi ketentuan pengakuan dan pengungkapan informasi tentang sfa no. 158 pada desember. 31, 2006. tabel berikut menunjukkan dampak penerapan sfa no. 158 pada",False
PPG/2006/page_42.pdf-2,2,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: pensiun dicatat dan dilaporkan dalam laporan pendapatan. ppg mengadopsi ketentuan pengakuan dan pengungkapan informasi tentang sfa no. 158 pada desember. 31, 2006. tabel berikut menunjukkan dampak penerapan sfa no. 158 pada item garis individu dalam neraca pada desember 31, 2006 : ( juta ) catatan neraca : sebelum penerapan sfas no. 158 ( 1 ) penyesuaian penerapan sfas no. 158. ( millions ) balance sheet caption : : other aset, before application of sfas no. 158 ( 1 ) : $ 494, adjustments : $ 105, after application of sfas no. 158 : $ 599. ( millions ) balance sheet caption : : deferred pajak penghasilan liabilitas, before application of sfas no. 158 ( 1 ) : - 193 ( 193 ), adjustments : 57, after application of sfas no. 158 : - 136 ( 136 ). ( millions ) balance sheet caption : : accrued pensi",False
PPG/2006/page_42.pdf-2,3,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: 193 ), adjustments : 57, after application of sfas no. 158 : - 136 ( 136 ). ( millions ) balance sheet caption : : accrued pensions, before application of sfas no. 158 ( 1 ) : - 371 ( 371 ), adjustments : - 258 ( 258 ), after application of sfas no. 158 : - 629 ( 629 ). ( millions ) balance sheet caption : : other postretirement benefits, before application of sfas no. 158 ( 1 ) : - 619 ( 619 ), adjustments : - 409 ( 409 ), after application of sfas no. 158 : - 1028 ( 1028 ). ( millions ) balance sheet caption : : accumulated other comprehensive loss, before application of sfas no. 158 ( 1 ) : 480, adjustments : 50",False
PPG/2006/page_42.pdf-2,4,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: millions ) balance sheet caption : : accumulated other comprehensive loss, before application of sfas no. 158 ( 1 ) : 480, adjustments : 505, after application of sfas no. 158 : 985 lain manfaat pasca pensiun ( 619 ) ( 409 ) ( 1028 ) akumulasi kerugian komprehensif lainnya 480 505 985 ( 1 ) merupakan saldo yang akan tercatat di bawah standar akuntansi sebelum penerapan sfas no. 158. lihat catatan 13, 201cpension dan manfaat lain setelah pensiun, 201d untuk informasi lebih lanjut. instrumen keuangan turunan dan kegiatan lindung nilai perusahaan mengakui semua instrumen turunan sebagai aset atau pasif dengan nilai wajar pada neraca. akuntansi perubahan nilai wajar suatu turunan tergantung pada penggunaan turunan tersebut. dalam hal ini, jika suatu derivatif efektif sebagai hedge arus kas dari suatu eksposur terhadap perubahan nilai di masa depan, perubahan nilai wajar derivatif ditunda dalam pendapatan komprehensif ( kelahiran ) lainnya yang terakumulasi. setiap bagian yang dianggap",False
PPG/2006/page_42.pdf-2,5,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: efektif sebagai hedge arus kas dari suatu eksposur terhadap perubahan nilai di masa depan, perubahan nilai wajar derivatif ditunda dalam pendapatan komprehensif ( kelahiran ) lainnya yang terakumulasi. setiap bagian yang dianggap tidak efektif dilaporkan dalam laba langsung. dalam hal ini, jika suatu derivatif efektif sebagai lindung nilai terhadap suatu eksposur terhadap perubahan nilai wajar di masa depan, perubahan nilai wajar derivatif 2019 dibalikan pada laporan pendapatan dengan perubahan nilai wajar item yang di lindung nilai. dalam hal derivatif atau instrumen keuangan efektif sebagai lindung nilai investasi bersih dalam operasi asing, perubahan nilai wajar derivatif 2019 ditunda sebagai penyesuaian terwujud dari pengalihan mata uang dalam pendapatan komprehensif ( kelahiran ) lainnya yang terakumulasi. jaminan produk perusahaan memperoleh jaminan produk pada saat produk terkait dijual berdasarkan pengalaman klaim historis. mulai desember. pada tanggal 31 januari 2006 dan 2005, cadangan untuk jaminan produk masing - masing sebesar $ 10 juta dan $ 4 juta. biaya pra pajak terhadap pendapatan untuk jaminan produk pada tahun 2006, 2005 dan 2004 masing - masing mencapai $ 4",False
PPG/2006/page_42.pdf-2,6,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: dan 2005, cadangan untuk jaminan produk masing - masing sebesar $ 10 juta dan $ 4 juta. biaya pra pajak terhadap pendapatan untuk jaminan produk pada tahun 2006, 2005 dan 2004 masing - masing mencapai $ 4 juta, $ 5 juta dan $ 4 juta. pengeluaran tunai yang terkait dengan jaminan produk masing - masing sebesar $ 5 juta, $ 4 juta dan $ 4 juta pada tahun 2006, 2005 dan 2004. selain itu, $ 7 juta kewajiban jaminan diambil sebagai bagian dari perusahaan 2019 2006 akuisisi bisnis. kewajiban pensiun aset kewajiban pensiun aset merupakan kewajiban hukum yang terkait dengan pensiun aset jangka panjang yang nyata yang timbul saat akuisisi, konstruksi, pengembangan atau operasi normal aset jangka panjang tersebut. kami mengakui kewajiban pensiun aset dalam periode yang mereka timbulkan, jika perkiraan wajar dari nilai wajar dapat dibuat. kewajiban pensiun aset kemudian disesuaikan dengan perubahan nilai wajar. biaya pensiun aset yang diperkirakan terkait dikapitalkan sebagai bagian dari nilai buku aset yang berumur panjang dan diamprove selama masa gunanya. pelanggaran pensiun aset pada tahun 2019 terutama terkait dengan penutupan",False
PPG/2006/page_42.pdf-2,7,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: nilai wajar. biaya pensiun aset yang diperkirakan terkait dikapitalkan sebagai bagian dari nilai buku aset yang berumur panjang dan diamprove selama masa gunanya. pelanggaran pensiun aset pada tahun 2019 terutama terkait dengan penutupan aset tertentu yang digunakan dalam proses pembuatan bahan kimia. mulai desember. 31, 2006 dan 2005 kewajiban pensiun aset yang terakumulasi adalah $ 10 juta dan pada desember 2005 31, 2004 itu $ 9 juta. pada maret 2005, fasb mengeluarkan tafsiran fasb ( 201cfin 201d ) no. 47, 201, perhitungan kewajiban pensiun aset bersyarat, tafsiran pernyataan no. 143 201d. tidak. 47 menjelaskan istilah kewajiban pensiun aset bersyarat seperti yang digunakan dalam sfas no. 143, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201",False
PPG/2006/page_42.pdf-2,8,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: , 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201",False
PPG/2006/page_42.pdf-2,10,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: , 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, efektif dek. 31, 2005, ppg mengadopsi ketentuan - ketentuan no. 47. satu - satunya kewajiban pensiun aset bersyarat kami berkaitan dengan kemungkinan pengurangan asbes di",False
PPG/2006/page_42.pdf-2,11,apa peningkatan kewajiban pensiun aset untuk penutupan aset dalam proses pembuatan bahan kimia pada tahun 2006?,111%,"Context: , 201, 201, 201, efektif dek. 31, 2005, ppg mengadopsi ketentuan - ketentuan no. 47. satu - satunya kewajiban pensiun aset bersyarat kami berkaitan dengan kemungkinan pengurangan asbes di masa depan yang terkandung dalam fasilitas produksi ppg tertentu. asbes di fasilitas produksi kami berasal dari penerapan praktik bangunan normal dan adat di masa lalu ketika fasilitas dibangun. asbes ini terkapsul di tempatnya dan, sebagai hasilnya, tidak ada persyaratan hukum saat ini untuk mengurangi asbes ini. karena tidak ada persyaratan untuk mengurangi, kita tidak memiliki rencana atau niat untuk mengurangi dan oleh karena itu waktu, metode dan biaya pengurangan masa depan, jika ada, tidak 40 ppg laporan tahunan 2006 dan bentuk 10 - k 4282 _ txt.",False
HUM/2009/page_105.pdf-2,0,berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009,39%,Question: berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009 Evidence: the expected volatility of 2009 is 39.2% ( 39.2 % ) ; the expected volatility of 2008 is 28.2% ( 28.2 % ) ; the expected volatility of 2007 is 28.9% ( 28.9 % ) ;,True
HUM/2009/page_105.pdf-2,1,berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009,39%,"Context: humana inc. mencatat nilai laporan keuangan konsolidasi 2014 ( terus ) atau nilai pasar melebihi harga latihan atau pembelian opsi saham yang dieksekusi dan saham terbatas yang diberikan selama periode tersebut. keuntungan pajak yang sebenarnya diperoleh untuk pengurangan pajak kami dari latihan opsi dan saham terbatas mencapai $ 163 juta pada tahun 2009, $ 169 juta pada tahun 2008, dan $ 480 juta pada tahun 2007. tidak ada biaya kompensasi berbasis saham yang dikapitalkan. rencana saham menyatakan bahwa satu saham terbatas setara dengan 17 opsi saham. pada 31 desember 2009, ada 12818855 saham yang terdaftar untuk rencana penyerahan saham, termasuk 4797304 saham saham biasa yang tersedia untuk dana subsidi di masa depan dengan asumsi semua opsi saham atau 2821944 saham yang tersedia untuk dana subsidi di masa depan dengan asumsi semua saham terbatas. opsi saham opsi saham diberikan dengan harga latihan yang sama dengan nilai pasar rata - rata saham biasa yang mendasar pada tanggal pemberian. rencana saham kami, sebagaimana disetujui oleh dewan direksi dan pemegang saham, mendefinisikan nilai pasar rata - rata sebagai rata",False
HUM/2009/page_105.pdf-2,2,berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009,39%,"Context: dengan harga latihan yang sama dengan nilai pasar rata - rata saham biasa yang mendasar pada tanggal pemberian. rencana saham kami, sebagaimana disetujui oleh dewan direksi dan pemegang saham, mendefinisikan nilai pasar rata - rata sebagai rata - rata harga saham tertinggi dan terendah yang dilaporkan oleh bursa saham new york pada tanggal tertentu. peruntukan untuk melakukan operasi bervariasi, tetapi sebagian besar opsi memperoleh seluruhnya atau sebagian 1 sampai 3 tahun setelah pemberian dan berakhir 7 sampai 10 tahun setelah pemberian. setelah pemberian, opsi saham ditugaskan nilai wajar berdasarkan model penilaian black - scholes. biaya kompensasi diakui secara garis lurus selama periode pelayanan yang diperlukan secara keseluruhan, umumnya periode penyerahan total, untuk seluruh penghargaan. untuk opsi saham yang diberikan pada atau setelah 1 januari 2010 kepada karyawan yang memenuhi syarat untuk pensiun, biaya kompensasi diakui secara garis lurus selama periode layanan yang lebih pendek atau periode dari tanggal pemberian kepada karyawan 2019 tanggal pensiun yang memenuhi syarat. nilai wajar rata - rata tertimbang setiap opsi yang diberikan selama 2009, 2008, dan 2007 diberikan di bawah ini. nilai wajar diperkirakan pada",False
HUM/2009/page_105.pdf-2,3,berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009,39%,"Context: periode dari tanggal pemberian kepada karyawan 2019 tanggal pensiun yang memenuhi syarat. nilai wajar rata - rata tertimbang setiap opsi yang diberikan selama 2009, 2008, dan 2007 diberikan di bawah ini. nilai wajar diperkirakan pada tanggal pemberian menggunakan model harga black - scholes dengan asumsi rata - rata tertimbang yang ditunjukkan di bawah ini :. : weighted - rata - rata nilai wajar at grant date, 2009 : $ 14. 24, 2008 : $ 17. 95, 2007 : $ 21. 07. : expected option life ( years ), 2009 : 4. 6, 2008 : 5. 1, 2007 : 4. 8. : expected volatility, 2009 : 39. 2 % ( 39. 2 % ), 2008 : 28. 2 % ( 28. 2 % ), 2007 : 28. 9 % ( 28. 9 % ). : risk - free interest rate at grant date, 2009 : 1. 9 % ( 1. 9 % ), 2008 : 2",False
HUM/2009/page_105.pdf-2,4,berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009,39%,"Context: 2007 : 28. 9 % ( 28. 9 % ). : risk - free interest rate at grant date, 2009 : 1. 9 % ( 1. 9 % ), 2008 : 2. 9 % ( 2. 9 % ), 2007 : 4. 5 % ( 4. 5 % ). : dividen yield, 2009 : none, 2008 : none, 2007 : none saat menilai opsi saham karyawan, kita mengelompokkan populasi karyawan menjadi tiga kelompok homogen yang secara historis telah menunjukkan perilaku latihan yang sama. kelompok ini adalah eksekutif, direktur, dan semua karyawan lainnya. kami menilai opsi saham berdasarkan asumsi unik untuk setiap kelompok karyawan ini. kami menghitung jangkauan yang diharapkan untuk opsi saham karyawan kami berdasarkan perilaku latihan karyawan historis dan mendasarkan suku bunga bebas risiko pada perdagangan nol - kupon as. obligasi treasury dengan jangka waktu yang sama dengan jangka waktu yang diharapkan dari opsi 2019. volatilitas yang digunakan untuk menilai opsi saham karyawan didasarkan pada volatilitas historis. kita menghitung volati",False
HUM/2009/page_105.pdf-2,5,berapa persen perubahan volatilitas yang diharapkan dari tahun 2008 sampai 2009,39%,Context: treasury dengan jangka waktu yang sama dengan jangka waktu yang diharapkan dari opsi 2019. volatilitas yang digunakan untuk menilai opsi saham karyawan didasarkan pada volatilitas historis. kita menghitung volatilitas historis menggunakan metode perhitungan rata - rata sederhana berdasarkan interval harga harian yang diukur selama jangka waktu opsi yang diharapkan..,False
HOLX/2009/page_151.pdf-2,0,berapa total nilai wajar saham yang tidak diinvestasikan pada tanggal 27 september 2008?,45627.03,Question: berapa total nilai wajar saham yang tidak diinvestasikan pada tanggal 27 september 2008? Evidence: non-vested saham the non-vested at september 27 2008 of number of saham is 1461 ; the non-vested at september 27 2008 of weighted-rata-rata grant-date nilai wajar is $ 31.23 ;,True
HOLX/2009/page_151.pdf-2,1,berapa total nilai wajar saham yang tidak diinvestasikan pada tanggal 27 september 2008?,45627.03,"Context: daftar isi hologic, inc. catatan laporan keuangan konsolidasi ( terlanjut ) ( di ribuan, kecuali per data saham ) ringkasan kegiatan unit saham terbatas perusahaan 2019 selama tahun 26 september 2009 disajikan di bawah ini : saham yang tidak diinvestasikan jumlah saham tertimbang rata - rata pemberian - tanggal pameran. non - vested saham : non - vested at september 27 2008, number of saham : 1461, weighted - rata - rata grant - date nilai wajar : $ 31. 23. non - vested saham : granted., number of saham : 1669, weighted - rata - rata grant - date nilai wajar : 14. 46. non - vested saham : vested, number of saham : - 210 ( 210 ), weighted - rata - rata grant - date nilai wajar : 23. 87. non - vested saham : forfeited, number of saham : - 150 ( 150 ), wei",False
